OfferId,Outlet Name,Address line 1,Address line 2,Town/city,County,Postcode,Phone  ,Website,Description,Disabled access,ClaimCode,BookingInstructions1,BookingInstructions2,BookingInstructions3,BookingInstructions4,BookingInstructions5,BookingInstructions6,BookingInstructions7,CategoryKey
831,huntfun Ludlow treasure hunt,the Tourist Information Centre,Castle Street,Ludlow,Herefordshire,SY8 1AS,01904 491 549,www.huntfun.co.uk/Home/Ludlow.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
832,huntfun Leominster treasure hunt,the Tourist Information Centre,Corn Square,Leominster,Herefordshire,HR6 8LR,01904 491 549,www.huntfun.co.uk/Home/Leominster.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
833,huntfun Hereford treasure hunt,the Tourist Information Centre,King Street,Hereford,Herefordshire,HR4 9BW,01904 491 549,www.huntfun.co.uk/Home/Hereford.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
834,huntfun Ross-on-Wye treasure hunt,the Tourist Information Centre,High Street,Ross-on-Wye,Herefordshire,HR9 7BZ,01904 491 549,www.huntfun.co.uk/Home/Ross.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
835,huntfun Evesham treasure hunt,the Tourist Information Centre,Abbey Mews,Evesham,Worcestershire,WR11 4BG,01904 491 549,www.huntfun.co.uk/Home/Evesham.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
836,huntfun Hastings treasure hunt,the Museum and Information Centre,High Street,Hastings,Sussex,TN34 1EW,01904 491 549,www.huntfun.co.uk/Home/Hastings.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
837,huntfun Lewes treasure hunt,the Tourist Information Centre,High Street,Lewes,Sussex,BN7 2DE,01904 491 549,www.huntfun.co.uk/Home/Lewes.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
838,huntfun Chichester treasure hunt,the Tourist Information Centre,South Street,Chichester,Sussex,PO19 1AH,01904 491 549,www.huntfun.co.uk/Home/Chichester.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
839,huntfun Romsey treasure hunt,the Heritage and Visitor Centre,Church Place,Romsey,Hampshire,SO51 8BT,01904 491 549,www.huntfun.co.uk/Home/Romsey.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
840,huntfun Andover treasure hunt,the Tourist Information Centre,Church Close,Andover,Hampshire,SP10 1BL,01904 491 549,www.huntfun.co.uk/Home/Andover.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
841,huntfun Berwick-upon-Tweed treasure hunt,the Tourist Information Centre,Marygate,Berwick-upon-Tweed,Northumberland,TD15 1BN,01904 491 549,www.huntfun.co.uk/Home/Berwick.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
842,huntfun Stirling treasure hunt,the Tourist Information Centre Old Town Jail,St. John Street,Stirling,Scotland,FK8 1EA,01904 491 549,www.huntfun.co.uk/Home/Stirling.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
843,huntfun Perth treasure hunt,the Tourist Information Centre,Lower City Mills,Perth,Scotland,PH1 5QP,01904 491 549,www.huntfun.co.uk/Home/Perth.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
844,huntfun Dundee treasure hunt,the Tourist Information Centre,Castle Street,Dundee,Scotland,DD1 3AA,01904 491 549,www.huntfun.co.uk/Home/Dundee.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
845,huntfun Aberdeen treasure hunt,the Tourist Information Centre,Union Street,Aberdeen,Scotland,AB11 5BP,01904 491 549,www.huntfun.co.uk/Home/Aberdeen.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
846,huntfun Inverurie treasure hunt,the Town Hall,High Street,Inverurie,Scotland,AB51 3SN,01904 491 549,www.huntfun.co.uk/Home/Inverurie.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
847,huntfun Inverness treasure hunt,the Tourist Information Centre,Castle Wynd,Inverness,Scotland,IV2 3BJ,01904 491 549,www.huntfun.co.uk/Home/Inverness.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
848,huntfun Pitlochry treasure hunt,the Tourist Information Centre,Atholl Road,Pitlochry,Scotland,PH16 5BX,01904 491 549,www.huntfun.co.uk/Home/Pitlochry.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
849,huntfun Stockton-on-Tees treasure hunt,the Tourist Information Centre,The Square,Stockton-on-Tees,Tees Valley,TS18 1TU,01904 491 549,www.huntfun.co.uk/Home/Stockton.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
850,huntfun Darlington treasure hunt,the Tourist Information Centre,Horsemarket,Darlington,Tees Valley,DL1 5RP,01904 491 549,www.huntfun.co.uk/Home/Darlington.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
851,huntfun Blackpool treasure hunt,the Tourist Information Centre,Clifton Street,Blackpool,Lancashire,FY1 1LY,01904 491 549,www.huntfun.co.uk/Home/Blackpool.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
852,huntfun Cardiff treasure hunt,the Visitor information Centre,Working Street,Cardiff,Wales,CF10 1GN,01904 491 549,www.huntfun.co.uk/Home/Cardiff.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
853,huntfun Taunton treasure hunt,the Tourist Information Centre,Paul Street,Taunton,Somerset,TA1 3XZ,01904 491 549,www.huntfun.co.uk/Home/Taunton.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
854,huntfun Exeter treasure hunt,the Visitor information Centre,Southernhay East,Exeter,Devon,EX1 1JJ,01904 491 549,www.huntfun.co.uk/Home/Exeter.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
855,huntfun Weymouth treasure hunt,the Tourist Information Centre,The Pavilion The Esplanade,Weymouth,Dorset,DT4 8ED,01904 491 549,www.huntfun.co.uk/Home/Weymouth.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
856,huntfun Dorchester treasure hunt,the Tourist Information Centre,Trinity Street,Dorchester,Dorset,DT1 1BE,01904 491 549,www.huntfun.co.uk/Home/Dorchester.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
857,huntfun Newquay treasure hunt,the Tourist Information Centre,Marcus Hill,Newquay,Cornwall,TR7 1BD,01904 491 549,www.huntfun.co.uk/Home/Newquay.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
858,huntfun Plymouth treasure hunt,Sutton Harbour Lock,Castle Street,Plymouth,Devon,PL1 2LR,01904 491 549,www.huntfun.co.uk/Home/Plymouth.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
859,huntfun Torquay treasure hunt,the Tourist Information Centre,Vaughan Parade,Torquay,Devon,TQ2 5JG,01904 491 549,www.huntfun.co.uk/Home/Torquay.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
860,huntfun Yeovil treasure hunt,the Tourist Information Centre,Petters Way,Yeovil,Somerset,BA20 1SH,01904 491 549,www.huntfun.co.uk/Home/Yeovil.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
861,huntfun Tonbridge treasure hunt,the Tourist Information Centre,Castle Grounds,Tonbridge,Kent,TN9 1BG,01904 491 549,www.huntfun.co.uk/Home/Tonbridge.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
862,huntfun Sevenoaks treasure hunt,the Tourist Information Stag Theatre,London Road,Sevenoaks,Kent,TN13 1ZZ,01904 491 549,www.huntfun.co.uk/Home/Sevenoaks.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
863,huntfun London Docklands treasure hunt,the Museum in Docklands,West India Key,London Docklands,London,E14 4AL,01904 491 549,www.huntfun.co.uk/Home/Docklands.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
864,huntfun Greenwich treasure hunt,the head of,Greenwich Pier,Greenwich,London,SE10 9HT,01904 491 549,www.huntfun.co.uk/Home/Greenwich.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
865,huntfun Robin Hoods Bay treasure hunt,"the Slipway, The Dock",Robin Hoods Bay,Whitby ,North Yorkshire,YO22 4SH,01904 491 549,www.huntfun.co.uk/Home/Robin.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
866,huntfun Swansea treasure hunt,the Information Centre,Plymouth Street,Swansea,Wales,SA1 3QG,01904 491 549,www.huntfun.co.uk/Home/Swansea.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
867,huntfun York Station to Cliffords Tower treasure hunt,York Railway Station,Queen Street,York,North Yorkshire,YO24 1AY,01904 491 549,www.huntfun.co.uk/Home/YorkStation.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
868,huntfun Doncaster treasure hunt,the Tourist Information Centre,High Street,Doncaster,South Yorkshire,DN1 1DE,01904 491 549,www.huntfun.co.uk/Home/Doncaster.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
869,huntfun Weston-Super-Mare treasure hunt,the Tourist Information Centre,The Winter Gardens Royal Parade,Weston-Super-Mare,Somerset,BS23 1AJ,01904 491 549,www.huntfun.co.uk/Home/Weston.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
870,huntfun Cheddar treasure hunt,the National Trust Visitor Centre,The Gorge,Cheddar,Somerset,BS27 3QE,01904 491 549,www.huntfun.co.uk/Home/Cheddar.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
871,huntfun Glastonbury treasure hunt,the Tourist Information Centre,The Tribunal 9 High Street,Glastonbury,Somerset,BA6 9DP,01904 491 549,www.huntfun.co.uk/Home/Glastonbury.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
872,huntfun Sherborne treasure hunt,the Tourist Information Centre,3 Tilton Court Digby Road,Sherborne,Dorset,DT9 3NL,01904 491 549,www.huntfun.co.uk/Home/Sherborne.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,LC2014,1. Check your venue's location,2. Claim your chosen reward,3. Copy your code,4. Follow the link to redeem your 2-for-1,5. Paste your code into the box provided,6. Select your Hunt and your free Hunt and click add to cart,7. Your Hunts will be sent to you by post 2-for-1 Huntfun: www.huntfun.co.uk/bogof/,Tresurehunt
