OfferId,Outlet Name,Address line 1,Address line 2,Town/city,County,Postcode,Phone  ,Website,Description,Disabled access,ClaimCode,BookingInstructions,CategoryKey,
830,huntfun Eastbourne treasure hunt,the Tourist Information Centre,Cornfield Road,Eastbourne,Sussex,BN21 4QL,01904 491 549,www.huntfun.co.uk/Home/Eastbourne.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
831,huntfun Brighton treasure hunt,the Tourist Information Centre,Pavilion Buildings,Brighton,Sussex,BN1 1EE,01904 491 549,www.huntfun.co.uk/Home/Brighton.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
832,huntfun Worthing treasure hunt,the Tourist Information Centre,The Dome,22 Marine Parade,Worthing,BN11 3PT,01904 491 549,www.huntfun.co.uk/Home/Worthing.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
833,huntfun Portsmouth treasure hunt,the Tourist Information Centre,The Hard,Portsmouth,Hampshire,PO1 3QJ,01904 491 549,www.huntfun.co.uk/Home/Portsmouth.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
834,huntfun Southampton treasure hunt,the Tourist Information Centre,Civic Centre Road,Southampton,Hampshire,SO14 7FJ,01904 491 549,www.huntfun.co.uk/Home/Southampton.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
835,huntfun Bournemouth treasure hunt,the Tourist Information Centre,Westover Road,Bournemouth,Dorset,BH1 2BU,01904 491 549,www.huntfun.co.uk/Home/Bournemouth.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
836,huntfun Otley treasure hunt,the Library and Tourist Information Centre,Nelson Street,Otley,West Yorkshire,LS21 3AL,01904 491 549,www.huntfun.co.uk/Home/Otley.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
837,huntfun Skegness treasure hunt,the Tourist Information Centre,Embassy Theatre,Grand Parade,Skegness,PE25 2UG,01904 491 549,www.huntfun.co.uk/Home/Skegness.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
838,huntfun Mablethorpe treasure hunt,the Tourist Information Centre,High Street,Mablethorpe,Lincolnshire,LN12 1AF,01904 491 549,www.huntfun.co.uk/Home/Mablethorpe.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
839,huntfun Birmingham treasure hunt,Birmingham Cathedral,Colmore Row,Birmingham,West Midlands,B3 2QB,01904 491 549,www.huntfun.co.uk/Home/Birmingham.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
840,huntfun Banbury treasure hunt,the Castle Quay Centre,Bridge Street,Banbury,Oxfordshire,OX16 2PQ,01904 491 549,www.huntfun.co.uk/Home/Banbury.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
841,huntfun High Wycombe treasure hunt,the Guildhall,High Street,High Wycombe,Buckinghamshire,HP11 2AG,01904 491 549,www.huntfun.co.uk/Home/High.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
842,huntfun Uxbridge treasure hunt,the Central Library and Information Centre,High Street,Uxbridge,London,UB8 1HD,01904 491 549,www.huntfun.co.uk/Home/Uxbridge.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
843,huntfun Amersham Old Town treasure hunt,St. Marys Parish Church,Church Street,Amersham Old Town,Buckinghamshire,HP7 0DB,01904 491 549,www.huntfun.co.uk/Home/Amersham.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
844,huntfun Aylesbury treasure hunt,the Tourist Information Centre in The Kings Head (NT),Market Square,Aylesbury,Buckinghamshire,HP20 2RR,01904 491 549,www.huntfun.co.uk/Home/Aylesbury.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
845,huntfun Buckingham treasure hunt,the Tourist Information Centre,Market Hill,Buckingham,Buckinghamshire,MK18 1JX,01904 491 549,www.huntfun.co.uk/Home/Buckingham.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
846,huntfun Derby treasure hunt,the Tourist Information Centre,Market Place,Derby,Derbyshire,DE1 3AH,01904 491 549,www.huntfun.co.uk/Home/Derby.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
847,huntfun Leicester treasure hunt,the Tourist Information Centre,Every Street,Leicester,Leicestershire,LE1 6AG,01904 491 549,www.huntfun.co.uk/Home/Leicester.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
848,huntfun Rotherham treasure hunt,the Tourist Information Centre,Bridgegate,Rotherham,South Yorkshire,S60 1PQ,01904 491 549,www.huntfun.co.uk/Home/Rotherham.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
849,huntfun Coventry treasure hunt,the Motor Museum,Millennium Place,Coventry,West Midlands,CV1 1JD,01904 491 549,www.huntfun.co.uk/Home/Coventry.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
850,huntfun London West End treasure hunt,the Britain & London Visitor Centre,Lower Regent Street,London West End,London,SW1Y 4XT,01904 491 549,www.huntfun.co.uk/Home/West.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
851,huntfun London Westminster treasure hunt,the Ticket Office,The London Eye,London Westminster,London,SE1 7PB,01904 491 549,www.huntfun.co.uk/Home/Westminster.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
852,huntfun Pontefract treasure hunt,the Library and Information Centre,Shoe Market,Pontefract,West Yorkshire,WF8 1BD,01904 491 549,www.huntfun.co.uk/Home/Pontefract.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
853,huntfun Northampton treasure hunt,the new extension to the Guildhall,St Giles Street,Northampton,Northamptonshire,NN1 1DP,01904 491 549,www.huntfun.co.uk/Home/Northampton.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
854,huntfun Guildford treasure hunt,the Tourist Information Centre,155 High Street,Guildford,Surrey,GU1 3AJ,01904 491 549,www.huntfun.co.uk/Home/Guildford.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
855,huntfun Reading treasure hunt,the Town Hall,Friar Street,Reading,Berkshire,RG1 1QH,01904 491 549,www.huntfun.co.uk/Home/Reading.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
856,huntfun Wells treasure hunt,the Visitor Information Centre,Cathedral Green,Wells,Somerset,BA5 2RB,01904 491 549,www.huntfun.co.uk/Home/Wells.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
857,huntfun Bristol treasure hunt,the At Bristol Centre,Harbourside,Bristol,Somerset,BS1 5DB,01904 491 549,www.huntfun.co.uk/Home/Bristol.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
858,huntfun Tewkesbury treasure hunt,the Refectory of the Abbey,Church Street,Tewkesbury,Gloucestershire,GL20 5RZ,01904 491 549,www.huntfun.co.uk/Home/Tewkesbury.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
859,huntfun Stafford treasure hunt,the Tourist Information Centre,Eastgate Street,Stafford,Staffordshire,ST16 2LT,01904 491 549,www.huntfun.co.uk/Home/Stafford.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
860,huntfun Shrewsbury treasure hunt,the Old Market Hall,The Square,Shrewsbury,Shropshire,SY1 1LH,01904 491 549,www.huntfun.co.uk/Home/Shrewsbury.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
861,huntfun Ludlow treasure hunt,the Tourist Information Centre,Castle Street,Ludlow,Herefordshire,SY8 1AS,01904 491 549,www.huntfun.co.uk/Home/Ludlow.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
862,huntfun Leominster treasure hunt,the Tourist Information Centre,Corn Square,Leominster,Herefordshire,HR6 8LR,01904 491 549,www.huntfun.co.uk/Home/Leominster.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
863,huntfun Hereford treasure hunt,the Tourist Information Centre,King Street,Hereford,Herefordshire,HR4 9BW,01904 491 549,www.huntfun.co.uk/Home/Hereford.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
864,huntfun Ross-on-Wye treasure hunt,the Tourist Information Centre,High Street,Ross-on-Wye,Herefordshire,HR9 7BZ,01904 491 549,www.huntfun.co.uk/Home/Ross.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
865,huntfun Evesham treasure hunt,the Tourist Information Centre,Abbey Mews,Evesham,Worcestershire,WR11 4BG,01904 491 549,www.huntfun.co.uk/Home/Evesham.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
866,huntfun Hastings treasure hunt,the Museum and Information Centre,High Street,Hastings,Sussex,TN34 1EW,01904 491 549,www.huntfun.co.uk/Home/Hastings.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
867,huntfun Lewes treasure hunt,the Tourist Information Centre,High Street,Lewes,Sussex,BN7 2DE,01904 491 549,www.huntfun.co.uk/Home/Lewes.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
868,huntfun Chichester treasure hunt,the Tourist Information Centre,South Street,Chichester,Sussex,PO19 1AH,01904 491 549,www.huntfun.co.uk/Home/Chichester.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
869,huntfun Romsey treasure hunt,the Heritage and Visitor Centre,Church Place,Romsey,Hampshire,SO51 8BT,01904 491 549,www.huntfun.co.uk/Home/Romsey.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
870,huntfun Andover treasure hunt,the Tourist Information Centre,Church Close,Andover,Hampshire,SP10 1BL,01904 491 549,www.huntfun.co.uk/Home/Andover.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
871,huntfun Berwick-upon-Tweed treasure hunt,the Tourist Information Centre,Marygate,Berwick-upon-Tweed,Northumberland,TD15 1BN,01904 491 549,www.huntfun.co.uk/Home/Berwick.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
872,huntfun Stirling treasure hunt,the Tourist Information Centre Old Town Jail,St. John Street,Stirling,Scotland,FK8 1EA,01904 491 549,www.huntfun.co.uk/Home/Stirling.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
873,huntfun Perth treasure hunt,the Tourist Information Centre,Lower City Mills,Perth,Scotland,PH1 5QP,01904 491 549,www.huntfun.co.uk/Home/Perth.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
874,huntfun Dundee treasure hunt,the Tourist Information Centre,Castle Street,Dundee,Scotland,DD1 3AA,01904 491 549,www.huntfun.co.uk/Home/Dundee.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
875,huntfun Aberdeen treasure hunt,the Tourist Information Centre,Union Street,Aberdeen,Scotland,AB11 5BP,01904 491 549,www.huntfun.co.uk/Home/Aberdeen.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
876,huntfun Inverurie treasure hunt,the Town Hall,High Street,Inverurie,Scotland,AB51 3SN,01904 491 549,www.huntfun.co.uk/Home/Inverurie.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
877,huntfun Inverness treasure hunt,the Tourist Information Centre,Castle Wynd,Inverness,Scotland,IV2 3BJ,01904 491 549,www.huntfun.co.uk/Home/Inverness.php,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,YES - TBC,"Advanced booking is required. All Group admittances are at the discretion of the venue. 2 for 1 on Treasure Hunt maps via website. Click 'Claim Reward' below, you will be given your promotional code, then click the 'Claim Reward' button again to be redirected to the partner website.",,
